       a,       b,      w0,      w1,       x,       y,       z
      18,      -3,    -411,     -24,      -4,      -4,      14
      -2,      10,    -299,      58,       4,      13,     -11
       4,       8,    -459,     -20,       0,     -10,      10
      23,      11,      25,     413,      11,      15,      -7
      27,       0,    -459,    1179,      29,      11,      14
      13,      -8,    -939,     499,      15,       7,      18
       9,       7,    -515,     210,      -2,      16,      10
      -2,     -12,    -651,      64,       4,       0,       6
      13,       6,   -1035,    -162,     -24,      15,      18
      25,       3,    -387,     428,       6,       9,      19
     -10,       2,    -499,     530,      -5,      31,      25
       9,       8,    -139,     276,      10,       7,       7
      25,      -5,    -419,      90,      -2,      12,       4
       4,       4,    -475,      84,      -1,      15,      -7
      16,      15,    -159,     116,       5,       3,      -3
     -13,      19,    -231,     315,       3,      16,      22
      16,     -11,   -1075,     408,      14,       2,      10
      -1,      13,     113,     215,      11,      16,       0
      14,      11,    -415,     284,       1,      16,      13
       7,      -2,    -523,     170,       8,       9,      -3
      25,      -1,    -431,    -217,      -7,       0,       0
      11,       4,    -299,     390,      10,      14,      10
       5,      10,     421,     340,      22,       1,      11
      22,       3,    -555,    -222,      -8,      -7,       9
      -2,       1,    -439,     168,       5,      -2,      21
      16,      11,     -19,     330,      10,       3,      10
       9,      18,    -531,     101,      -1,       6,       7
       5,       6,     -27,     408,      18,      21,       0
      -2,      10,     181,     406,      16,      15,      24
      28,       2,    -459,     128,       0,       4,      11
       4,       4,    -171,     738,      18,      35,      26
      12,      18,     621,     276,      15,      -9,      12
       1,      22,    1653,     236,      24,      -6,      16
      11,       5,     -79,     211,      19,     -12,       1
     -10,      19,      -3,      52,       6,       2,       7
      -1,      18,    1125,     334,      22,      12,      13
      11,      12,     597,     360,      22,       1,      -3
       5,     -14,    -963,     519,       9,      18,      30
      20,      21,    1053,     738,      18,      11,      20
       0,      -1,    -575,     388,      29,       7,      18
      -4,     -14,    -963,     344,       9,      19,      17
     -15,      11,    -635,     468,      -4,      24,      24
       1,      12,     165,      59,      13,      -8,       6
      13,      14,    -123,     288,       6,       3,      18
      15,      31,    1029,     376,      12,       2,      13
      25,      13,    -355,     350,       2,      16,      16
      12,       3,    -315,     374,      12,      23,      -9
      15,      19,    1289,     771,      23,      12,      21
       5,      19,    -155,      54,       4,       9,     -10
      10,      15,   -1359,    -174,     -15,       5,       2
      16,      18,     -99,     484,       5,      15,      28
      -1,      23,    -459,     154,       0,      17,      -2
       0,      44,     949,     192,       8,      -4,      23
      -4,      13,    -355,      70,       2,       5,       2
      -3,       6,      21,     220,      20,      12,       5
      16,      23,     461,     454,      10,      13,      13
      -5,       3,    -411,     112,       4,       2,      11
      13,      18,     117,     480,       8,      20,      16
       5,       3,      21,     558,      40,      11,       1
      15,       1,    -411,     490,      12,      23,       1
      22,      30,    4581,    1414,      42,      15,      11
      24,       9,    -171,     542,       8,      11,      24
       7,      22,     157,     303,       7,       6,      19
      12,       2,    -419,     230,       5,      14,       0
      17,       3,    -483,     362,      -2,      24,      21
       5,      16,    1333,     472,      28,      14,       3
      17,      19,    -763,     -62,      -4,       3,       0
      12,      38,    3797,     692,      28,       6,      16
      13,      28,    -347,      93,       1,       5,       3
      14,      -7,    -487,      84,       1,       0,       8
      -8,       8,     277,      84,      23,       9,       5
      29,       3,    -171,    1164,      24,      14,      23
       8,      -4,    -891,     544,      27,      11,       7
       0,       7,     157,     486,      22,      25,      13
      16,     -13,   -1187,     680,      14,      26,      14
      21,      25,   -1859,    -238,     -14,       6,      10
      21,      10,     -99,     543,       9,      14,      20
      -4,      -4,    -763,     100,      19,      -1,       9
      25,      15,     921,     645,      23,      -2,      -6
      31,      -1,    -555,    1116,      24,       2,      26
      29,      -7,    -823,     755,      13,      18,      15
      27,      23,    1013,     712,      16,      12,       8
       0,      13,     477,     348,      18,       8,      20
      19,      20,      21,     456,       6,      21,      12
      19,      21,     213,     268,       8,      14,      -9
      20,       5,    -519,     200,      -3,      19,      11
      19,      16,     181,     546,      10,       8,      27
      10,      22,    -547,      34,      -1,      -7,      15
      11,       5,    -239,     477,      11,      25,       5
     -11,      16,     117,      65,       9,      15,      -5
      12,       6,     -99,     286,      15,       0,       2
      26,      26,     789,     690,      12,      13,      22
      -2,      22,     861,     308,      15,      12,      16
      10,       9,     -27,     506,      12,      25,       8
      28,      11,    -943,    -362,     -11,     -10,      14
